artist,album,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,target
Sanjay Leela Bhansali,Ram-Leela (Original Motion Picture Soundtrack),Nagada Sang Dhol,4ila6GeGBPGmJTGRoHOV5E,0,0.73,0.944,3,-3.48,0,0.164,0.266,0.00443,0.0354,0.657,113.309,273319,3,0
Pritam,Love Aaj Kal,"Chor Bazari (From ""Love Aaj Kal "")",6XE0MxTJdLWEePTCqAw5xr,49,0.824,0.757,11,-5.047,1,0.0743,0.368,0.000111,0.146,0.97,100.027,257440,4,0
Pritam,Yeh Jawaani Hai Deewani,Kabira (Encore),3jJ5HgLRNydtLRghjWVaCG,58,0.613,0.612,2,-7.978,1,0.114,0.438,0,0.18,0.898,171.838,270439,4,0
Pritam,Desi Boyz,Subha Hone Na De,6WediUhXDfm8FR3wlM0r3G,59,0.728,0.9,8,-4.529,1,0.0452,0.0805,0.0485,0.154,0.503,131.971,288696,4,0
Vishal-Shekhar,Student of the Year (Original Motion Picture Soundtrack),Radha,6f7zyAEUCZuvX4Zty62Z5o,53,0.804,0.748,1,-14.163,0,0.0616,0.11,0,0.0998,0.699,131.989,341360,4,0
Various Artists,Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack),Buddhu Sa Mann,1dxbiVeiV7nQ2V9qXnhJiB,59,0.644,0.87,10,-4.816,1,0.0394,0.193,0,0.549,0.702,125.998,206858,4,1
Sanjay Leela Bhansali,Bajirao Mastani (Original Motion Picture Soundtrack),"Pinga (From ""Bajirao Mastani"")",40L4hEqXt6myCk6VcB9bDq,41,0.644,0.84,9,-3.753,1,0.172,0.39,0,0.246,0.818,95.11,255169,4,0
Various Artists,New York (Original),Hai Junoon,5u4q3iqZ9IMbXaR7bsGYbW,51,0.739,0.664,2,-10.582,1,0.0338,0.539,1.14e-06,0.0856,0.878,106.021,331572,4,1
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Legendary Heirloom,1PFIg98ePbWxSBV2HXVw2t,29,0.182,0.181,9,-15.306,0,0.0348,0.954,0.934,0.076,0.0334,80.422,127903,4,1
Smash Into Pieces,Unbreakable,Here to Stay,483Q9F18uvWW8AchyDNRye,43,0.497,0.706,4,-5.978,1,0.0309,0.0368,0,0.237,0.212,134.081,259227,4,0
A.R. Rahman,Tamasha,Safarnama,6w458kA8WOAIZr1ublxnK9,58,0.541,0.512,9,-10.203,1,0.0291,0.74,0.000528,0.162,0.203,120.036,251402,4,0
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Revenge of the Wolves,2sRQSZKRzQwXEC8dIztx2O,32,0.545,0.535,9,-13.902,1,0.0392,0.227,0.817,0.0931,0.302,129.979,132358,4,1
Various Artists,"Duniyaa (From ""Luka Chuppi"")","Duniyaa (From ""Luka Chuppi"")",2tjWCe2W7sgvS3C8NHcdtI,68,0.435,0.658,7,-5.949,0,0.0368,0.699,0,0.125,0.524,77.17,222501,4,1
P$C,25 To Life (83804/edited version),Do Ya Thing (feat. Young Dro),5ZcmLAogrj4HF8Odrz9XA2,47,0.754,0.763,1,-6.57,1,0.295,0.32,0,0.143,0.704,159.963,265693,3,1
Vishal-Shekhar,Best of Me Vishal Shekhar,"Jaane Kyun (From ""Dostana"")",4w90JoFrkoYfxe4S8DWD7T,44,0.778,0.812,4,-8.561,0,0.046,0.0573,8.28e-06,0.243,0.791,99.962,277987,4,0
Shankar-Ehsaan-Loy,Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),Zinda,7vZz8oJ5qAqB9MghufRK5k,56,0.603,0.708,4,-7.047,0,0.0379,0.000173,3.36e-06,0.158,0.611,105.046,211120,4,1
Pritam,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],Channa Mereya,0H2iJVgorRR0ZFgRqGUjUM,64,0.476,0.788,9,-4.821,0,0.0446,0.237,2.49e-05,0.106,0.746,90.066,289333,4,1
Shankar-Ehsaan-Loy,Dil Dhadakne Do,Gallan Goodiyaan,7hNYvX0qAKrxtVr1jGDmvR,58,0.83,0.858,6,-3.18,0,0.0554,0.134,1.72e-05,0.0567,0.949,119.974,296500,4,1
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Petrified Temple,06SzTgzSCTZoGFpCCGvqsn,26,0.0918,0.26,10,-21.513,1,0.0435,0.708,0.905,0.109,0.0379,74.004,113177,4,1
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Assassin's Creed,0DOQ9U9j374KJ5JVZRF44u,47,0.455,0.3,2,-13.285,0,0.0309,0.536,0.784,0.129,0.145,114.931,174633,4,1
Darshan Raval,"Chogada (From ""Loveyatri"")","Chogada (From ""Loveyatri"")",4ymPEyiXabTe1NO8q8EFxG,61,0.359,0.972,7,-3.452,1,0.109,0.136,2.52e-06,0.14,0.595,62.914,249742,4,0
Ajay-Atul,Dhadak,Dhadak Title Track,6Gx3Ry4ORogdMibbdITOuN,52,0.375,0.312,7,-10.656,0,0.031,0.85,0.00988,0.137,0.22,77.527,243484,4,1
Amit Trivedi,Kedarnath,Qaafirana,0xkGTPTijMU84dtHr3KQQi,67,0.417,0.433,4,-8.958,1,0.0415,0.0726,0,0.123,0.207,169.92,341823,4,1
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),A Spartan Fight,3ZbSSr2L0BCFPwcqOJvtgm,29,0.592,0.657,4,-11.064,1,0.0273,0.231,0.947,0.254,0.631,145.006,234897,4,1
Karan Sehmbi,"Photo (From ""Luka Chuppi"")","Photo (From ""Luka Chuppi"")",5wdlz4N7s1Xyr4y4RXhZJM,61,0.739,0.644,0,-5.881,0,0.0503,0.103,0,0.189,0.315,94.996,177159,4,0
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Phoibe’s Fate,3HzKB1FMGBFpI5Ct2Hb6ZN,27,0.16,0.14,2,-16.53,0,0.0428,0.991,0.733,0.0781,0.0361,107.985,72631,4,1
Theory of a Deadman,Savages,Angel,2qJkesdHu9sMMVFgkRkqhQ,67,0.443,0.844,11,-5.414,0,0.0425,0.00251,0,0.085,0.452,76.001,202213,4,1
Vishal-Shekhar,Dus,Dus Bahane,1vBmaijoCBoqmwc3zs5n3s,50,0.833,0.917,7,-5.498,1,0.0597,0.175,1.92e-06,0.109,0.874,110.001,206947,4,0
Amaal Mallik,Airlift,Soch Na Sake,6mTvwBzWTGDOVeCNQEqtOE,63,0.505,0.667,9,-5.797,1,0.0323,0.597,0,0.213,0.516,151.728,281323,4,1
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Naxos Island,3eCBjOjOffmLEJEulGWzNW,29,0.418,0.278,7,-16.686,0,0.0347,0.886,0.413,0.128,0.311,143.9,90419,3,1
Shankar-Ehsaan-Loy,Zindagi Na Milegi Dobara,Khaabon Ke Parinday,14eotumM24MhIgzidgN3Jx,57,0.517,0.565,9,-10.184,1,0.0441,0.721,0.00689,0.0997,0.69,169.952,251704,4,0
Various Artists,"Devdas - An Adaptation Of Sarat Chandra Chattopadhyay's ""Devdas""",Song: Dola Re,1UV1ej70vDBIdPUEJ40ZG1,46,0.65,0.912,4,-5.898,0,0.186,0.191,0,0.38,0.546,130.906,303387,4,0
Arijit Singh,"Pal Pal Dil Ke Paas- Title Track (From ""Pal Pal Dil Ke Paas"")",Pal Pal Dil Ke Paas- Title Track,7lGhrfren1Zpwh0ds0zuUg,67,0.56,0.512,1,-7.185,0,0.0333,0.592,0,0.056,0.39,123.991,254516,4,1
Various Artists,Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack),Bolna,7zn5ecZSwGsLTi1wgxyVzd,51,0.488,0.403,5,-7.004,1,0.0272,0.598,4.26e-06,0.434,0.495,131.496,212832,3,1
Pritam,Love Aaj Kal (Original Motion Picture Soundtrack),Shayad,1smFN2CLqGROu0J0UyvDfL,70,0.483,0.468,8,-7.642,1,0.0341,0.785,0,0.152,0.319,135.864,247941,4,1
Vishal-Shekhar,Student of the Year (Original Motion Picture Soundtrack),Ishq Wala Love,1hQia6rxgfM1ly2hE3StWp,61,0.711,0.295,0,-12.377,0,0.0334,0.533,4.8e-05,0.0782,0.694,135.048,257973,4,0
Prateek Kuhad,Tum Jab Paas - Single,Tum Jab Paas,3FTRSa9mWB3kKx2jkhUAN3,59,0.751,0.344,6,-7.712,1,0.0379,0.528,1.62e-06,0.113,0.471,122.1,235932,3,0
Mastodon,Leviathan,Blood and Thunder,3jagGO7eHHuaD53ibehkux,61,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717,228587,4,1
Amit Trivedi,Andhadhun,Laila Laila,46BADgUUo31SIxYsNzadeO,46,0.847,0.768,4,-5.479,1,0.0335,0.432,0.000433,0.104,0.682,120.058,203375,4,0
Fame on Fire,Heavy (feat. Rain Paris),Heavy (feat. Rain Paris),0RF1gbstmvYLLM7Emjxezx,43,0.495,0.922,10,-3.659,1,0.0816,0.00312,0,0.399,0.589,74.963,177600,4,1
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Brasidas,14c1jEDPUqMfALnxeQjZdW,28,0.604,0.156,2,-14.015,0,0.0684,0.495,0.00491,0.252,0.223,169.981,74925,4,1
Pritam,Yeh Jawaani Hai Deewani,Dilliwaali Girlfriend,3W1XPf7mvuQcWQB7U7MbTM,55,0.688,0.941,6,-5.23,0,0.0583,0.0811,2.89e-06,0.0697,0.909,138.047,260552,4,1
A.R. Rahman,Jaane Tu... Ya Jaane Na,Kahin To,3E424W0IJS3ypZ4YOxE0Jn,57,0.61,0.492,10,-7.55,1,0.0261,0.334,6.3e-06,0.0979,0.165,90.984,303206,4,1
Shankar-Ehsaan-Loy,Zindagi Na Milegi Dobara,Der Lagi Lekin,78HEXs4YB5SE9JgTHOUdDw,50,0.637,0.675,2,-7.817,1,0.0296,0.0483,0.00261,0.125,0.21,110.946,355915,4,0
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),The Minotaur,4WLCCcueqomtSzVAUD7FtD,26,0.31,0.622,0,-13.395,0,0.0565,0.471,0.903,0.112,0.122,137.861,206241,4,1
Ali Zafar,"London, Paris, New York (Original Motion Picture Soundtrack)",Voh Dekhnay Mein,0EMYTe2oQy70PCKPQFlbVy,49,0.815,0.421,0,-8.125,1,0.0352,0.491,4.41e-06,0.117,0.543,140.01,272453,4,0
Various Artists,Gully Boy,Train Song,6SQDhaDMwLeRGHfyLb00d4,48,0.397,0.684,8,-10.014,1,0.0419,0.0486,0.0075,0.11,0.87,63.047,238930,4,0
Demon Hunter,True Defiance (Deluxe Edition),I Am a Stone,5dLdWFruHNzWAkRWQMi9A6,46,0.546,0.419,7,-9.198,1,0.0267,0.387,4.01e-06,0.139,0.266,112.107,346013,4,1
Various Artists,Baar Baar Dekho (Original Motion Picture Soundtrack),Kho Gaye Hum Kahan,6nZiYSBwPQ7fYnVWkkkj4g,66,0.778,0.227,1,-16.191,1,0.0379,0.983,0.14,0.113,0.38,116.033,213056,4,0
I Prevail,Lifelines,Alone,6c9xVWbPeVPgrmWTYYeMTr,60,0.539,0.746,6,-5.242,0,0.036,0.00324,5.08e-06,0.085,0.287,118.994,221000,4,0
Amit Trivedi,Aisha (Original Motion Picture Soundtrack),Gal Mitthi Mitthi,4J9n7thOdqi8gxRGNyQoVC,52,0.906,0.699,0,-5.526,1,0.0462,0.13,0.0165,0.178,0.938,129.946,255907,4,0
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Sanctuary of Apollo,7FhMwD06jNDQoN36KwSEiv,27,0.641,0.494,7,-13.69,0,0.0245,0.373,0.864,0.0904,0.502,85.016,59911,1,1
Various Artists,Baaghi,Sab Tera,5uUEytfFSWfTzu5EqZxQju,47,0.505,0.642,7,-5.864,1,0.0339,0.643,0,0.151,0.427,159.775,228117,4,1
Rahat Fateh Ali Khan,"Tere Bin (From ""Simmba"")","Tere Bin (From ""Simmba"")",4f5kLqyOJ5ZPnalEVMQrB2,57,0.649,0.716,7,-3.936,1,0.0384,0.268,4.51e-06,0.603,0.639,86.949,230948,4,0
Darshan Raval,Baarish Lete Aana - Single,Baarish Lete Aana,1TEV1XrPtV617Y4Po50P5e,1,0.537,0.351,2,-8.937,1,0.0248,0.839,0,0.108,0.315,67.018,213500,4,0
Shankar-Ehsaan-Loy,Wake Up Sid (Original Motion Picture Soundtrack),Wake Up Sid!,4BJI0anpEdv4uUw3fUXYpr,42,0.72,0.651,2,-6.844,1,0.0346,0.0774,0,0.11,0.824,128.023,231240,4,0
Pritam,Yeh Jawaani Hai Deewani,Badtameez Dil,4eu27jAU2bbnyHUC3G75U8,58,0.805,0.932,2,-2.228,0,0.0684,0.24,0,0.216,0.792,106.019,252760,4,1
Disturbed,Evolution (Deluxe Edition),A Reason to Fight,1IbaGRC0Yrovu3MP1ipf1u,60,0.591,0.571,6,-5.573,0,0.0248,0.0158,0,0.13,0.26,75.04,284293,4,1
Our Lady Peace,Gravity,Not Enough,67HArfTf0CNIrNDwrHgEvG,40,0.443,0.895,1,-5.058,0,0.0986,0.000255,0,0.0842,0.171,76.145,273627,4,0
Vishal-Shekhar,Best of Me Vishal Shekhar,"Khabar Nahi (From ""Dostana"")",0PkPrsnbiM1MQhp91IWaMb,36,0.623,0.758,7,-6.641,1,0.109,0.153,0,0.0622,0.436,90.948,259120,4,1
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Atlantis,359npuuS7dKXyqjfArYJPm,28,0.225,0.28,2,-18.551,1,0.0344,0.636,0.909,0.0999,0.0357,99.42,100668,4,1
Seether,Disclaimer II,Broken,507bYMYfbm6sUS9iEAaeSd,69,0.448,0.61,3,-2.695,0,0.0342,0.0102,0.000491,0.135,0.214,123.762,258333,4,0
Vishal-Shekhar,Anjaana Anjaani,Hairat,6512hyAQxOng8v4R71IV47,52,0.618,0.765,9,-5.492,0,0.0661,0.0111,0.000363,0.122,0.439,104.004,247072,4,1
Shankar-Ehsaan-Loy,Rock On,Pichle Saat Dinon Mein (Album Version),1QQqHS80CpR8tA2lR8O65y,46,0.717,0.772,7,-5.852,1,0.0522,0.346,1.05e-06,0.134,0.792,106.077,187942,4,0
Vishal-Shekhar,Break Ke Baad,Dooriyan Hain Zaroori,0VgggdMuIsDLjOlEFS6WQU,39,0.642,0.862,4,-5.289,1,0.0644,0.0346,2.7e-06,0.537,0.566,125.053,249242,4,1
Alter Bridge,One Day Remains,In Loving Memory,0T9tbj6zsRKLiUx06sbOWX,56,0.304,0.637,6,-5.922,1,0.0334,0.00749,6.44e-05,0.216,0.174,140.498,340107,4,1
Darshan Raval,Hawa Banke - Single,Hawa Banke,3YVQHUpNexOqkLI7IclsoT,0,0.626,0.597,7,-6.6,0,0.0366,0.616,0,0.298,0.5,90.053,171988,4,0
Pritam,Yeh Jawaani Hai Deewani,Ilahi,5cgKosPPj5Cs9a2JQufUc1,57,0.594,0.967,9,-5.767,1,0.0857,0.166,2.54e-05,0.105,0.452,132.009,228982,4,1
Payal Dev,"Tum Hi Aana (From ""Marjaavaan"")","Tum Hi Aana (From ""Marjaavaan"")",6E9UwSfT80age2xknoMS7Y,69,0.473,0.401,4,-7.018,0,0.0241,0.629,1.17e-05,0.154,0.345,90.076,249127,4,0
Amaal Mallik,Ghar Se Nikalte Hi,Ghar Se Nikalte Hi (feat. Armaan Malik),1Dw8GkFpFjUpNTUpfF5lee,48,0.591,0.462,5,-9.77,1,0.0281,0.64,6.44e-05,0.108,0.323,114.02,282687,4,0
Saliva,Lose Yourself,Lose Yourself,1agG3Jk8tLM0igL8lEAJBs,56,0.437,0.911,7,-5.524,1,0.0825,0.00023,2.13e-06,0.239,0.568,172.046,264011,4,1
Jawad Ahmad,Samjhawan,Samjhawan,0rk2X5TAhraBC5aCIXK2Rq,60,0.65,0.482,4,-8.667,1,0.0281,0.293,0,0.0811,0.517,106.994,269185,4,1
ILS,Bohemia,Feed The Addiction,23AUyZevDLz3pwkICwIJa0,0,0.585,0.887,1,-6.485,1,0.0422,0.000171,0.813,0.554,0.212,134.884,278280,4,0
Darshan Raval,Asal Mein - Single,Asal Mein,1StFDfq4raRws97W8Wb3QS,43,0.656,0.551,8,-6.43,1,0.0299,0.721,1.26e-06,0.0947,0.33,114.108,224240,4,0
Armaan Malik,2016 Shinning Star - Armaan Malik,"Kuch To Hai (From ""Do Lafzon Ki Kahani"")",4Itl3EiMmB9S4VNiRQTHHz,50,0.487,0.321,4,-10.915,0,0.0261,0.793,0.000242,0.166,0.202,95.001,248105,4,1
Armaan Malik,Main Rahoon Ya Na Rahoon,Main Rahoon Ya Na Rahoon,6f3ANRNQ8nCiPZ6VqXqq93,59,0.55,0.488,6,-8.059,1,0.0284,0.718,0.000118,0.126,0.301,136.025,309458,3,1
Jeet Gannguli,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),Hasi - Female Version,1cmZbGkCEVVAck2MsWpPYQ,58,0.52,0.485,4,-6.438,0,0.0269,0.927,0.000466,0.159,0.407,143.901,192187,4,0
Pritam,Love Aaj Kal (Original Motion Picture Soundtrack),Mehrama - Extended,3Oel2uKhw6SBwZ5SfRCD6r,51,0.55,0.632,7,-8.462,1,0.031,0.862,0.00712,0.0931,0.399,107.919,337749,4,1
Vishal-Shekhar,Hasee Toh Phasee (Original Motion Picture Soundtrack),Punjabi Wedding Song,69iDTIABXobqbl8zJOp8dq,48,0.845,0.845,6,-7.083,0,0.116,0.157,0,0.034,0.769,106.965,233920,4,0
Pritam,Cocktail,"Daaru Desi (From ""Cocktail"")",1R7ChEm1x3mGhDWXKnPSXn,39,0.703,0.786,8,-6.779,0,0.0483,0.198,0.000712,0.101,0.647,93.987,269590,4,0
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Delphi,12ut2LBYU9hFCAyp0gn47V,30,0.297,0.416,7,-14.919,0,0.0383,0.831,0.966,0.0618,0.0771,99.927,66426,4,1
Shankar-Ehsaan-Loy,Rock On,Socha Hai,7IjnfuMNfdrAXbefurdIIR,48,0.593,0.773,2,-5.591,1,0.0339,0.722,0,0.117,0.561,133.975,246132,4,0
Hush,Bulletproof (Explicit Version),Fired Up,7zj2M8S47CAtakF6QnbDBA,0,0.836,0.806,0,-5.097,1,0.185,0.028,0,0.108,0.549,89.968,206227,4,1
Styles Of Beyond,Grant Mohrman Remixes,Nine Thou (Grant Mohrman Superstars Remix) (Clean),5yT7P2ZY99C373vtcYWVHx,21,0.647,0.907,1,-5.612,1,0.085,0.00178,0,0.255,0.571,107.896,243427,4,1
Amaal Mallik,"Chale Aana (From ""De De Pyaar De"")","Chale Aana (From ""De De Pyaar De"")",6vuMdb0E8buJeSHArN3dXk,61,0.368,0.587,6,-6.676,0,0.0378,0.309,0,0.149,0.391,143.687,271023,4,1
Alter Bridge,Blackbird,Watch Over You,7kxfWvj6u9oWQ5C36kMtGb,62,0.276,0.658,7,-5.418,1,0.0329,0.0836,0.000553,0.161,0.16,172.326,259133,4,1
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Reunited,4I9FkxRNPV7FpBIiVVwdto,28,0.172,0.0762,2,-21.622,0,0.0448,0.915,0.655,0.0764,0.0368,118.484,131776,3,1
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Nikolaos’s Fate,6NjyI68EDUzz0irhTMzd0Y,28,0.105,0.107,7,-21.869,0,0.0309,0.556,0.971,0.295,0.0516,83.353,106242,5,1
Darshan Raval,Bhula Dunga,Bhula Dunga,7pmY8QjqZP8GRV6qBRpheu,60,0.521,0.583,0,-7.927,0,0.0399,0.692,6.32e-06,0.198,0.311,155.928,197601,4,0
A.R. Rahman,OK Jaanu (Original Motion Picture Soundtrack),Enna Sona,6bdpj89aYEBjhpsenXAsmO,63,0.717,0.416,7,-9.875,0,0.0303,0.635,1.43e-06,0.0976,0.381,100.026,213632,4,0
Various Artists,Kalyug,Aadat,0aw0G0Mjw8hOgLWFuE24jM,0,0.439,0.748,0,-6.56,0,0.0436,0.172,0.000642,0.295,0.353,102.861,333587,4,0
Shankar-Ehsaan-Loy,Taare Zameen Par,Kholo Kholo,1IfhPnZpm0IZOoAM1PDjtw,49,0.539,0.313,11,-10.99,0,0.0337,0.0688,1.65e-05,0.0935,0.239,169.863,311986,4,1
Pritam,Yeh Jawaani Hai Deewani,Kabira,4bD9z9qa4qg9BhryvYWB7c,66,0.59,0.555,2,-6.852,1,0.0271,0.481,0,0.192,0.191,84.032,223460,4,0
Shankar-Ehsaan-Loy,Rock On,Rock On!!,6fABlNfAOylt7ZxfX8K1XL,49,0.747,0.849,7,-5.916,1,0.0581,0.175,1.23e-06,0.126,0.671,113.034,231819,4,0
Vishal-Shekhar,Best of Me Vishal Shekhar,"Desi Girl (From ""Dostana"")",5yDtBUvjNse5mr5887lj59,48,0.746,0.924,8,-6.057,1,0.0442,0.0169,0.00279,0.097,0.807,136.051,306987,4,0
Beartooth,Aggressive (Deluxe Edition),Hated (Acoustic Version),0PHrdruYGBzeOZH43A9QG8,48,0.517,0.362,0,-9.598,1,0.0271,0.157,4.76e-06,0.0536,0.586,77.542,171000,4,0
Various Artists,Vicky Donor,"Pani Da Rang Male (From ""Vicky Donor"")",6eTPyEkYUmDUFvNxJdNuOD,49,0.679,0.622,4,-8.514,0,0.0328,0.272,6.52e-05,0.106,0.483,98.028,240787,4,1
Vishal-Shekhar,Om Shanti Om,Dard - E - Disco,2GTasAZimpxzNgE7aXFifI,48,0.837,0.839,11,-5.548,1,0.0468,0.0381,0.000193,0.301,0.679,107.025,268713,4,0
The Flight,Assassin's Creed Odyssey (Original Game Soundtrack),Conversations,5VNghJt9twiuwPdJU4XreT,31,0.796,0.121,9,-16.155,0,0.0573,0.766,0.92,0.104,0.333,95.002,102856,4,1
Jubin Nautiyal,Humnava Mere,Humnava Mere,0loZn1c5heXie7OAtvK6nH,62,0.401,0.553,5,-8.263,0,0.0337,0.47,2.96e-06,0.124,0.364,79.144,328992,4,1
Akhil Sachdeva,"Tera Ban Jaunga Reprise (From ""T-Series Acoustics"")","Tera Ban Jaunga Reprise (From ""T-Series Acoustics"")",2I7LHHFgXku7VAVRkWdJAU,48,0.51,0.479,8,-7.52,0,0.0257,0.786,0.0014,0.159,0.285,93.992,223555,4,0
Seether,Poison The Parish (Deluxe Edition),Against The Wall,1SsIdDPzMotF4ByndP3mlI,43,0.426,0.567,2,-6.166,1,0.0323,0.0188,0.144,0.109,0.0734,140.005,230787,4,1
DJ Spooky,B-Side Wins Again,B-Side Wins Again,0V3UJoNf9Gxv3bIEbezuPa,42,0.658,0.921,9,-6.134,1,0.154,0.0506,0,0.359,0.401,103.963,339587,4,0
Disturbed,Ten Thousand Fists,Forgiven,2UiFk0Fwy2gTWJShgQL8el,44,0.473,0.969,9,-2.973,0,0.148,0.000137,0.378,0.111,0.341,93.948,252053,4,1
Vilen,Chidiya,Chidiya,7mNZUnDWUDidWBFaUpVtOC,70,0.486,0.494,6,-8.56,1,0.0324,0.715,0,0.109,0.414,179.975,253333,4,0
Pritam,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],The Breakup Song,5FihcmME7NlwW8KbYOaHVH,56,0.818,0.93,11,-2.982,1,0.247,0.33,0,0.658,0.831,113.988,252632,4,0
Sixx:A.M.,Prayers for the Blessed,Maybe It's Time,474cWGKmOKwDTmMUAAF6kj,52,0.442,0.915,9,-3.646,0,0.0434,0.000828,2.05e-05,0.305,0.411,76.01,261787,4,0
Vishal-Shekhar,I Hate Luv Storys (Original Motion Picture Soundtrack),Bin Tere - Reprise,7zG4akZAie70mOCMmtoacS,40,0.452,0.249,0,-10.163,1,0.0299,0.876,2.3e-05,0.115,0.419,149.599,220147,4,1
Pritam,Jab We Met,Aao Milo Chalo,6ocOeSjnWPcSTaSsi0zIdY,54,0.507,0.787,7,-5.947,0,0.061,0.412,0,0.323,0.49,114.875,325934,4,1
Vishal-Shekhar,Dostana (Original Motion Picture Soundtrack),Jaane Kyun,6M2UnI1LnXuXlWU54CKmKx,52,0.778,0.812,4,-8.561,0,0.046,0.0573,8.28e-06,0.243,0.791,99.962,277987,4,0
Stone Sour,Stone Sour,Bother,0AfIsqZ4gTUg9CwwW2jLeK,66,0.272,0.281,1,-7.634,1,0.0287,0.388,2.29e-05,0.158,0.141,89.914,240400,4,0
Meet Bros.,"Kinna Sona (From ""Marjaavaan"")","Kinna Sona (From ""Marjaavaan"")",01AE1MgL6L86WQzh4KGDUa,61,0.533,0.723,3,-4.301,0,0.0614,0.283,0,0.0678,0.591,97.848,273926,4,0
Pritam,Yeh Jawaani Hai Deewani,Subhanallah,0GQngE2rOYvlKwEQjTAsP8,62,0.302,0.494,9,-5.041,1,0.0451,0.452,0,0.134,0.454,88.586,249707,4,1
Arjun Kanungo,Aaya Na Tu,Aaya Na Tu,3T0oPETOdddxJ2xTt2qJe4,61,0.665,0.539,11,-7.213,0,0.0474,0.825,5.85e-06,0.121,0.368,110.101,210000,4,0
A.R. Rahman,Highway,Patakha Guddi,7jpmNt5iCtSdXuT1xEGp8O,52,0.814,0.791,11,-5.057,1,0.0934,0.25,0,0.124,0.902,130.941,285186,4,1
Shankar-Ehsaan-Loy,Zindagi Na Milegi Dobara,Sooraj Ki Baahon Mein,723xQva0yBF7M6K3nDAG8R,56,0.855,0.553,11,-6.52,1,0.0331,0.19,5.19e-06,0.0942,0.874,124.922,202919,4,1
Nikhil D'Souza,Waqt,Thode Se Kam,0DCNzgtYdpIhHqqJkA8D2E,43,0.58,0.183,3,-10.361,1,0.029,0.811,0.000163,0.0957,0.264,85.074,199483,4,0
Pritam,Barfi! (Original Motion Picture Soundtrack),Main Kya Karoon,4GagsETs7qfR3cwQkRcXgb,52,0.784,0.453,9,-8.925,1,0.141,0.632,0.000502,0.102,0.667,91.013,270333,4,0
P$C,25 To Life (83804/edited version),Do Ya Thing (feat. Young Dro),5ZcmLAogrj4HF8Odrz9XA2,47,0.754,0.763,1,-6.57,1,0.295,0.32,0,0.143,0.704,159.963,265693,3,0
Various Artists,Perfect 10: Love Story,"Kuch Kam (From ""Dostana"")",1s16tKxNqpco6KKsd8JtSO,22,0.689,0.479,7,-9.932,1,0.0399,0.564,0.00252,0.137,0.524,144.0,340867,4,1
